group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,FCERIA,CD2,CD303,CD98,CD18,CD38,CD45,CD71,CD26,CD304,CD36,CD305,CD319,CD99,CD371,IgLambdaLight,CD328,CD101
mild,0.619759557700053,-0.783005908597577,-0.846951942720647,0.737791180729258,0.682317909652226,0.159178489694299,0.514703848441468,0.58870130798158,-0.71615015297149,-0.764739330161292,0.0811655577064334,-0.773382265530501,-0.734941855538174,-0.404241534924236,-0.769361156104041,-0.431390941120231,-0.627240711535908,-0.608077283758539,-0.218501779569432,0.826106065027665,0.674167447767877,-0.300715984796758,0.258692802980973,0.3168606225784,0.157863598899401,0.252532437524126,0.812958998009944,0.399821531922931,0.672123772863411,0.354246991304944,0.524007201190906,-0.166407138483072,-0.191635956798604,-0.636115871009071,-0.846101757072603
mild,0.345449988671634,-0.236152863600029,-0.265128734309959,0.33577559867484,0.198104590940309,0.516596432772441,0.170134537236441,0.301198336892667,-0.323131599561799,-0.444262800496117,0.52416243931077,-0.335601278636827,-0.258565651082396,-0.345703797322191,-0.134638166484083,-0.14060950399169,-0.364678307890237,-0.191860951618305,0.0665106951871658,0.567030919942751,0.342846281209337,-0.0540224306643331,0.40975935828877,0.252673796791444,-0.0081805501885681,0.295267813370992,0.452001607119682,-0.218605505006026,0.352862898112479,0.523788942073748,0.367677781846925,0.0163770053475936,0.0379736272340092,0.204666465318031,-0.32942798078053
mild,0.767466360145672,-0.743618858221293,-0.772388195035308,0.704167908969005,0.743441163504724,0.0497850307077604,0.664163372859025,0.721351287149998,-0.638748828625523,-0.776264371651273,0.229199502961595,-0.742671783136131,-0.635596787668363,-0.426285637645713,-0.688591969455361,-0.361386838435365,-0.630691158221473,-0.108632709243527,-0.225885247847814,0.764516314142493,0.690042035394636,-0.488970041576917,0.474308300395257,0.464426877470356,0.556626878695178,0.433374182647321,0.785299593315383,0.647115715656239,0.657925951159223,0.371124541752882,0.379124625391965,-0.316414043697701,-0.103583440202207,-0.654211764140883,-0.775402125558681
moderate,-0.0020530976309774,-0.207656374902185,-0.171098009736019,0.146440955106589,0.0018558648007652,-0.246353896179749,0.103494334758324,0.121210766464172,-0.0783964851343182,-0.405736645961161,-0.124844037660241,-0.0408154602527762,-0.507357323036159,0.0659402803604529,-0.432331063489473,-0.224155967297707,-0.312355883427178,-0.204894327030033,0.047491756845414,0.358738697019739,-0.041438596092144,-0.141396318743004,0.103754895813212,0.167282126379696,-0.0257201862869161,-0.0099363880239398,0.12986867835447,0.121231974157045,-0.031044346551105,0.217572634317303,0.126024596362706,-0.0705228031145717,-0.161069649912003,-0.200082870093089,-0.381704912065645
moderate,0.236403120861683,-0.712284508661834,-0.695025596313349,0.626581622045386,0.484003374206121,-0.135173305907865,0.31822215122192,0.165510099784027,-0.636308878304825,-0.672429466511533,-0.11175973571113,-0.583684308021076,-0.495622452992489,-0.559115139353352,-0.469583117199008,-0.227212441771679,-0.106974105896823,-0.589480250639138,0.0469455557197565,0.535435032781597,0.0265038569642954,-0.297476896505621,0.0542982880299998,0.19777489568545,0.121607848112994,0.102173018861549,0.514191078481492,0.0358595711746652,0.512936950597676,0.168166790338039,0.0889774432543075,-0.620661238249531,-0.614721301531064,-0.474612847614167,-0.490698797135066
moderate,-0.217960012673009,0.0105785080270462,-0.35697889529513,-0.0709375862203957,0.127979473217914,-0.256581988536514,0.0308030823790967,-0.0090113216526689,-0.454574882770451,0.113663399081586,-0.158795261033559,-0.348996491167197,-0.234876337591744,-0.261559193066784,-0.180712831556905,-0.592270488100607,-0.339102709933095,-0.107723881485976,-0.294680930843262,0.09612167789923,0.0859063139306915,-0.495638580902466,-0.139492256107806,-0.238028222193631,-0.0748371990626613,0.0230548243690169,0.368332007134222,-0.309572302452942,0.0231023117843225,0.0970121259160757,-0.0344322709226272,-0.427977414714714,-0.372975218350394,-0.234947756788072,-0.514396781530935
moderate,0.297529982754222,-0.773102140240777,-0.764860816566691,0.494798964466103,0.656829132526297,-0.319441534303951,0.45433586794939,0.464555891287022,-0.542234798857564,-0.56001024877998,-0.146508299755955,-0.471262736798538,-0.480713710385522,-0.191780924438187,-0.609819396088568,-0.257826867938067,-0.548562410976479,-0.406706061522194,-0.2975785352971,0.630397000204336,0.532702349127249,-0.490335147541958,0.0066048491566112,0.0581521291817317,0.258739686348531,-0.116691965024183,0.542730897248167,0.111422754273555,0.517243050458433,0.283799264074748,0.156792366746019,-0.446555196281471,0.156844553983155,-0.646075734058552,-0.735834741804917
moderate,0.520787000765638,-0.430976841032702,-0.75238285893077,0.492657355117896,0.521101909336723,-0.0877919680944937,0.379788941179471,0.357886736353276,-0.343772496944145,-0.510758090159422,-0.220620075666033,-0.638947042206759,-0.645941932438543,-0.476248573913648,-0.346488269584753,-0.369880771211316,-0.449507237631827,-0.335152398575325,0.0300529247058815,0.600576872646423,0.628867118524745,-0.17687274658916,0.188240872451399,0.233760075865339,0.277382295479071,-0.0419568497244262,0.468033803932334,0.284537315915839,0.598005218890912,0.253724448569791,0.403361315173519,-0.236367946894263,-0.430276623169832,-0.584749968681867,-0.703857375774944
moderate,0.145727340139629,-0.581486108853961,-0.2905952535332,0.217108590561429,0.42575587905935,0.13863638204609,0.297343817487235,0.268977359591547,0.017374474010339,-0.104928131933139,0.0362628981732076,-0.098260585984152,-0.0496355588552846,-0.0753728817871009,-0.291570617125902,-0.0312700624393609,-0.197570720602725,0.0727466877456245,0.0957009664887044,0.378138048524128,0.217328030844933,-0.0892928589910717,0.12135245457501,0.0847006008099403,-0.0366237059641245,0.0982701254836664,0.160069915666856,-0.0643274283645378,0.174416588510597,-0.0443076014855978,0.0545481990786076,-0.366378408922463,0.0752427320952868,-0.16016300773421,-0.0458954576428913
moderate,0.0727138487729069,-0.509339713443189,-0.588709193927547,0.772706874801961,0.778666712172795,0.330491797452831,0.516907215824616,0.40786041556685,-0.462205516322539,-0.15931221790911,0.0179401273050299,-0.408119884013422,-0.293164688311261,-0.564366821432456,-0.223936806828568,0.0537278178737541,-0.169928756369851,-0.123959795294394,0.195587514454187,0.533536079011083,0.604015174140698,0.07026765017166,0.747005246268436,0.525109709965199,0.152104112440634,0.146511039657745,0.628554160149228,0.21443113570461,0.770940215994754,0.197523529552608,0.669128956273144,-0.132102272095015,-0.233185502847103,-0.0360497587573227,-0.604010182742496
moderate,0.507461341654851,-0.581846706738859,-0.596047284564846,0.797549508392196,0.592070098348673,0.601172715916193,0.705352423616381,0.362027014822797,-0.346308088148686,-0.447463439808474,0.620420719382655,-0.360079192844654,-0.424239154899946,-0.372711795028593,-0.405898841038908,-0.168551943235158,-0.121204348472245,-0.108441020044981,-0.0075170409354718,0.608337948045433,0.598185727453161,0.110567809039253,0.271515750214071,0.607132868349405,0.227717463175973,0.425197830811625,0.662402934731295,0.474230387963003,0.559821354453747,0.131879437008446,0.427384246355027,-0.268606317702272,-0.406814490516457,-0.28174500151264,-0.494825558563501
moderate,0.427051812805457,-0.617184922492035,-0.690995276759162,0.51422784057086,0.304978204310112,0.348439752147532,0.480320884103665,0.194667358818506,-0.285067686262478,-0.246089101590205,0.31875735270172,-0.574155841141764,-0.489746330585851,-0.576904055196814,-0.124529153764955,-0.668839167987478,-0.652658512031591,-0.371241016943978,-0.326061360001307,0.621318423971477,0.528446323368046,-0.314188119421158,0.0936611800991533,0.253008021390374,0.259461721865438,0.0009474603021767,0.625461494417381,-0.2421122814832,0.347534767237039,0.269423157986937,0.407510234084324,-0.454211229946524,0.277934633372323,-0.270973646422558,-0.800305126820539
severe,0.52815576670279,-0.694104205416576,-0.725023346452759,0.705289081095567,0.416893050825946,0.209374418650247,0.558587291899467,0.0867606635497902,-0.703699729507418,-0.66549412408456,0.0166337913937474,-0.658026101931837,-0.510465632455642,-0.552016120400984,-0.687026139261197,-0.555157865121358,-0.0127763785297805,-0.372053251911087,-0.028040031307847,0.646610691199246,0.573493119283186,-0.267535524672529,0.161180117238475,0.421447963800905,-0.15856756886182,0.606007733638477,0.648658205978105,0.0687499319662468,0.476942300650373,0.554876648629261,0.508036408404506,-0.356026154529006,0.12647973970174,-0.599922203288993,-0.630757709146326
severe,-0.0972624002292364,-0.0781623714780035,-0.0641372059726214,-0.0679091218755647,-0.108284748144558,-0.42380672038999,0.20057887444061,-0.046919511507349,0.0670581057244551,0.0836261608264064,-0.151738846097561,-0.12175699311902,-0.232054184495017,-0.19471545949876,0.116509707103829,-0.482796543826248,-0.249709021246452,-0.232298637876256,-0.515939693105216,0.0625920582470488,0.106890097800861,-0.536576893013388,-0.136588824583622,-0.168486787780053,0.0433922965972926,-0.260984932759397,0.0706298158197286,-0.360241449269318,-0.024950775584398,0.0547148122997234,-0.149901187197666,-0.208300662686346,-0.0020368149875834,-0.11563922856494,-0.14511319782291
