group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD39,CD244,ITGB7,FCERIA,CD41,CD2,CD303,CD98,CD38,CD45,CD304,CD36,CD305,CD319,CD99,CD371,CD328,CD101
mild,0.485112176882971,-0.816224232845268,-0.822450333458186,0.804869569456606,0.650293663989785,0.23155547910651,0.627848669652612,0.478918824302726,-0.701518913629141,-0.544673102527476,-0.105660971581084,-0.735864052268258,-0.750356160654794,-0.661848679925375,-0.682865894500863,-0.355894232501476,-0.599428248688353,-0.630636331536718,0.342210740458919,-0.0749838754793074,0.750705535377457,0.637246750253831,0.194890194601847,0.306396014840957,0.702453902790973,0.300054240556052,0.64953196672421,0.257740139053792,0.515874767637552,-0.214241973580614,-0.586427313384446,-0.82530302952766
mild,0.66566391140741,-0.35615673183113,-0.350050170015797,0.467225275235172,0.636171629076066,0.648848222243463,0.37235731725225,0.311218633814733,-0.382035797398585,-0.362824575879557,0.292112299465241,-0.515452304430491,-0.490909717442602,-0.294496202596443,-0.125718387954512,-0.204218565321264,-0.46138857738599,-0.215927133702831,0.144297565823374,0.305147058823529,0.533433453792297,0.252480688990134,0.337232620320856,0.511029411764706,0.418668155267199,0.17092196935187,0.440911230373942,0.281644656492132,0.347288377580868,0.149064171122995,-0.0340543203524178,-0.391028334910223
mild,0.823419181645434,-0.776361103452481,-0.79088276870146,0.680871721174685,0.784179471630803,0.0745870278239901,0.731620553359684,0.624406882265213,-0.565718722287228,-0.599236657833468,0.394466403162055,-0.76876457140146,-0.733888811003333,-0.709115252908649,-0.714055244486361,-0.459657428462443,-0.650372874391257,-0.162091089855469,0.444283258046831,-0.275521606658085,0.749373173525454,0.767046232931028,0.475098814229249,0.525955204216074,0.796974843906267,0.69196989807055,0.747924634243891,0.478470284707528,0.524879751146989,-0.278048840899355,-0.640281445280996,-0.782525961341199
moderate,0.117482808883712,-0.289116431937768,-0.132161531577627,0.103990661087698,0.0344660605856404,-0.320362855254611,0.173825968701614,0.0959898926967823,-0.0445434574626808,0.369007403916855,0.104783092324805,-0.341136118531591,0.223921281939264,-0.363433018167262,-0.379711088768733,-0.233352109545819,-0.100685202324836,-0.131924360400445,-0.185532169855641,0.0185061775500909,0.0609818141838382,-0.0645075052568427,0.145526347374376,0.255501672334275,0.0357609404164483,0.3302526192554,-0.104300070786806,-0.142878407102859,0.044001808221555,0.0576195773081201,-0.107895395841704,-0.399510389013313
moderate,0.566516864145899,-0.751701896084538,-0.817104117610613,0.6983167658071,0.731054970718909,-0.090182190775809,0.466961019243163,0.16013519172833,-0.709378561263944,-0.390024624674156,-0.536812545335066,-0.770902400937908,-0.730647976316751,-0.685730624860911,-0.584017937234006,-0.564748673281653,-0.31961376593638,-0.557443280495707,0.402187641233912,-0.146759029573146,0.722500472825713,0.237422662736101,0.0335288384310573,0.0195069551540005,0.637182905424372,0.436993154800575,0.787252550056072,0.328135199696458,0.211819435806896,-0.727803564246194,-0.561048962245886,-0.660118014327734
moderate,0.410614498450932,-0.372990357101776,-0.785986378952728,0.639721384778245,0.759809365351052,0.094325250423204,0.521452180274709,0.0859993522939493,-0.189342960352633,-0.239107860823566,-0.000733137829912,-0.0603111913494131,-0.594040653917615,-0.560439984851382,-0.450814665447098,-0.218225837561902,-0.315566986034351,-0.151177229552551,0.450192814596059,-0.308024972994655,0.243091946427287,0.439979634861245,0.330308864002979,-0.0902738613582655,0.702013238129518,0.345947047991163,0.573157354268192,0.0131370587178019,0.176814364197275,-0.627835663623355,-0.61527755092567,-0.71190857648919
moderate,0.385410085362764,-0.797572621851111,-0.833368047599863,0.633465026924664,0.675803447227915,-0.0061634597341826,0.467979876249868,0.401001559871628,-0.591612734964132,-0.265471164306303,0.300456182472989,-0.579821097757667,-0.46668928020642,-0.519830658769918,-0.451672339615288,-0.342871033383722,-0.537842291482141,-0.441462270729477,0.387109146905853,-0.30335628789954,0.718060663192255,0.543852288385479,0.103122425883149,0.0683888263021522,0.617222294599816,0.0179484819483717,0.601488970274952,0.265199187072145,0.12057581261406,-0.57138100542831,-0.640844775155965,-0.807338030890284
moderate,0.47183636566387,-0.321430888128069,-0.710755606223567,0.613258910838311,0.642584259670367,0.0416156731876496,0.638595771177473,0.378938897315234,-0.520343276297008,-0.137696627072222,0.48909435751541,-0.495714724250098,-0.600354544376226,-0.577319647233627,-0.409321680115089,-0.315160353987632,-0.396347690827183,-0.393257019501331,0.124575962845606,0.215834641069513,0.670696431579038,0.525282926892614,0.334281650071124,0.376007586533902,0.518200642843473,0.0991275657662504,0.683400554444547,0.249783686525099,0.526589818386702,-0.195827406353722,-0.61839104638884,-0.668890483500893
moderate,0.404637453142046,-0.0959153127723286,-0.0292899856268337,0.145278520432919,0.32088285229202,-0.0008937875633343,0.109739448720404,-0.111505767665651,0.234272488685652,-0.428637086115768,0.0232064157365494,-0.216893780869245,-0.261720021783661,-0.357837945202557,-0.248132089763679,0.0446337605447191,-0.394451550517349,0.0208238783926673,0.564223530686703,-0.0112854526723427,-0.0362768806723065,0.0532595569061223,0.236513383665065,-0.0658846828189848,-0.013485636946645,0.409623648061059,0.185477928016406,-0.055698843513844,0.171622316596755,0.24720005314601,0.0612297976924882,0.11242019535147
moderate,0.0666170457256286,-0.51363793887309,-0.719672486094214,0.741787557196452,0.795282097759201,0.18233740591362,0.518106775070993,0.362201571200624,-0.370175325380942,-0.470831743958214,0.252153110047847,-0.208807275900289,-0.468892965868011,-0.502163197378013,-0.23511425412264,-0.18246660212093,-0.206826188817273,-0.150689864491848,0.607245386192755,-0.0131060233341826,0.532074736696619,0.512428285257953,0.675165331016743,0.476122276436198,0.689128304302473,0.229088011048857,0.714940212722053,0.16850368807971,0.621937360236095,-0.206617118301341,-0.0314631663827288,-0.621885274152783
moderate,0.581980355021589,-0.341404064734277,-0.4373654971894,0.79637807704572,0.765160075867834,0.410404135352903,0.849202252287879,0.246824938525535,-0.142281617611476,-0.155567594769141,0.399624765478424,-0.230323639532022,-0.180718259413688,-0.556079037658493,-0.371205012029043,-0.188590257305777,0.149283671012227,0.221798285113797,0.269623111281902,-0.0933052706115448,0.664061880288552,0.670429868788925,0.301642454610448,0.667761687788841,0.610618991950999,0.762982329860349,0.778595627044375,-0.148300222939459,0.445031341482169,-0.14941343738016,-0.18600443944355,-0.277193947158257
moderate,0.24470746733773,-0.559679068392019,-0.579177242632437,0.572642078761373,0.397406740286171,0.0217242388258241,0.218601153934445,0.279556549536165,-0.259507445402081,-0.610779717323678,0.169451871657754,-0.384755571102517,-0.436235843714472,-0.152309425835119,0.0787734889226499,-0.689434417481288,-0.166109837899737,-0.090170504341246,-0.0097357393808541,-0.652458519549475,0.619711565978447,0.546668610380737,0.20020077246194,-0.063168449197861,0.455539780500551,-0.202351906811472,0.367393896793441,0.298388809754702,0.0387691050344728,-0.293783422459893,-0.4218093265291,-0.578733738829596
severe,0.560898331884985,-0.721327536783418,-0.78186291780605,0.633601782195842,0.596077506428807,-0.0512478448226047,0.419336710416624,0.164645555892441,-0.804532353338329,-0.132117512359137,0.0172850678733032,-0.830770789352019,-0.763511914839054,-0.41309937757002,-0.602906045337656,-0.655805390055838,-0.0803733883398248,-0.445744298745722,0.144687221677007,-0.273231502485202,0.652679514928239,0.592680815246111,0.135342428596372,0.348235294117647,0.687098915842669,0.268674734124093,0.546261072765525,0.570652611272644,0.513745808104636,-0.365302382500339,-0.583221209828649,-0.804282537429133
severe,0.144138537347592,-0.498669103621673,-0.636624603260896,0.623403159173928,0.345922793152423,0.116153867866113,0.507712389623959,0.378674105322758,-0.21284775116844,-0.294594224790665,0.143929373404288,-0.0802204179862988,-0.405422515830432,-0.714000753732802,-0.443008943329358,-0.394194016198846,-0.404811303877268,-0.187147255075224,0.116129447217122,-0.0540549317294284,0.513068996013645,0.528136980423919,0.183974900244531,0.306364783549671,0.535206861962976,0.0720941853564778,0.448437120737589,0.197028000037191,0.287445611983827,-0.422264345753053,-0.217921950487121,-0.515583386935501
