,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD122,CD138,CD154,CD158b,CD16,CD169,CD197,CD1c,CD2,CD223,CD224,CD226,CD244,CD254,CD257,CD269,CD30,CD303,CD305,CD307d,CD319,CD32,CD326,CD335,CD336,CD337,CD35,CD366,CD38,CD4,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD56,CD57,CD58,CD62L,CD69,CD70,CD82,CD88,CD94,CD95,CD96,CD99,CLEC12A,CX3CR1,ITGB7,Ig,KLRG1,Mac,NLRP2,Podoplanin,TCR,TIGIT,group
3126BW,0.21028887863670714,0.2275723593536379,0.21790073554600517,0.5544915672247838,0.3878236789360034,0.3139590248392245,0.8703255071790594,0.22028727171111168,0.28661183357299375,0.620596808972951,1.7102132415074258,0.19575633173909193,0.2680050094094481,0.18703062763492118,0.5051956570105556,0.2508396455406822,0.25650374248254504,0.7405907978818363,1.0139425481568822,0.2708923913600944,0.22351043594442044,0.27337585754399824,0.332303412686384,0.2767961008358032,0.5700219024048213,0.2072067117873476,0.33580194238448646,0.06165268184140777,0.19323713175288487,0.9134617524727819,0.29766394724182915,0.6530276324565039,0.1051254965274783,0.5522966113792749,0.8342470157109415,0.16676930198819018,0.13112104308981076,0.47305827001272316,1.3309285082756102,0.5111068895366884,0.5407532232608914,0.5364309990215744,0.21968755712790655,0.2665059822909442,0.5127007495027818,1.4872127186638802,0.9886966113800402,0.2770169376599203,0.7775517972990299,0.18482635053015062,0.2945321473369367,0.17158292946555223,0.20034246169797484,1.408855084184191,0.38575752550538905,0.39982586376157936,0.7796258579646979,0.17627557607295086,0.5301176914154815,0.15792790668828344,0.4046261535818781,0.2814555111439447,0.3224194694395224,0.21622939832017846,0.3284797991430173,0.25981268752499664,0.41996814757056716,healthy
2982BW,0.2511734256398809,0.23441084552323188,0.27285002035025985,0.5066886057483987,0.3838951817286616,0.5123904194520436,0.8270096102036292,0.2750668953029499,0.2778292441852287,0.3407617926407967,1.1321743144486045,0.20466814360551522,0.28418891628330745,0.2597524295997912,0.7027899880352766,0.2630801519347267,0.30587083851219227,0.8144698973319561,0.9798220424363988,0.27782052871825474,0.2703329695676547,0.30867786033638017,0.3963325748496827,0.28746749684679546,0.507752479308251,0.24888084098112107,0.3073115790858121,0.14129181409205854,0.2585641090492348,0.768126002912371,0.3176289845410123,0.5881883149053093,0.130493367602625,0.4414543830255909,0.6702993394228753,0.1955081336379844,0.14246235680677266,0.48184570303299135,1.0104034818214263,0.3791848649555936,0.45735152078052216,0.45315336276666623,0.25123789340823427,0.3047028578013061,0.48513898055420707,1.3880441953464668,1.1843615991098058,0.3157656160028791,0.8233766210140533,0.17267605647452042,0.32272926101320704,0.19993354447996955,0.20535930517385298,1.5640721050006083,0.3297388238785782,0.41453077594739896,0.5789736959529358,0.19554080682901473,0.4435409614038833,0.23591736347374925,0.25330869166418274,0.5609776852716073,0.3621370258711424,0.26235106371886174,0.3823247375217109,0.28049460954264444,0.38763197853613574,healthy
2773BW,0.17549797798399758,0.20270656452074087,0.18625364826037352,0.40664331040235807,0.373389694035627,0.4129831693660193,0.9147178927606122,0.18683090890745846,0.2242042715232362,0.4702580751590166,1.5286162949079214,0.15173686245695983,0.21543236104364863,0.17745182871189555,0.4154137634692072,0.20318668137951848,0.15154522686868113,0.620166069140073,1.0936448669312369,0.20755885766892496,0.17654659807657672,0.21089578116021626,0.3412810039026966,0.2297060492051363,0.4352383504440904,0.19143363492516166,0.24185558405885946,0.10916799117002293,0.17132242812986348,1.0036733286353743,0.26557935990340986,0.5221593043568366,0.0965044522047704,0.33325416833756366,0.5105750891035568,0.18913008081047203,0.09954027454849587,0.3936020113802567,1.1464244653552618,0.39609895422141933,0.4334414279140822,0.451976665731752,0.257340995054241,0.2397787626438885,0.4318244935640939,1.2752269721265241,0.700100165186163,0.2341007943150702,0.690778666262088,0.18121441188308152,0.25427184974078226,0.16250489424884082,0.16002099893489072,1.0153253923242886,0.21949170407874288,0.32572946593694563,0.6118330335975396,0.12071019798827103,0.4720433890416224,0.1900986461184771,0.21600925999414847,0.5747749381301355,0.2969484796950949,0.17817275142064543,0.2819672126837131,0.260243615917306,0.2939443538011317,healthy
1193BW,0.6151550520060257,0.4271509192916415,0.6774980590018774,0.6937046158019093,0.5688992287530309,0.7920351825542564,1.030630710315481,0.7843860894491429,0.606352849976263,0.8785496101164247,1.7381728503576972,0.48805837111287437,0.5805614643527809,1.0645260475528093,0.623726158686861,0.5574664028171038,0.4049957866018485,0.9090202460634137,1.3118885588037017,0.8374702166532918,0.6862578568349756,0.6027343704970413,0.8845919344402201,0.597737606091353,0.5834750506348799,0.5840324042111212,0.6401639968455892,0.3022286742560234,0.7598470433167447,0.9648905386091119,0.6604248621683043,0.7903201879680706,0.31165557263014176,0.6630354528019805,0.7558396993390589,0.32405353441602913,0.3253525248601022,0.6116636488862276,1.410999470939371,0.5469266531092981,0.6793158042744759,0.7843436760311403,0.5364981147054092,0.4675764195687494,0.626733342939935,1.4396168843117307,1.077773959104991,0.7428781922370026,0.8754615523318369,0.5179898030551766,0.7348282553277523,0.4686111829023612,0.4516655722070037,1.5362369085240843,0.5036280134490284,0.6568598581966604,0.9003162212691636,0.29454530976927895,0.8549528726825572,0.5937911500620298,0.45589881985457525,0.8586346341555179,0.6537696216197789,0.6428380041618472,0.8472486550309547,0.5806477691643057,0.7376522628138833,healthy
5046BW,0.19512633966088458,0.1915606621857924,0.21871331534081603,0.5768926542578716,0.31848583462897534,0.36618605730636716,1.1092529069533623,0.2249597921935642,0.24202778078362638,0.48467276537783255,1.945547910253078,0.18332179509227278,0.2469894493493678,0.18250046272477943,0.7975516155296266,0.21563512231252344,0.19735922507218776,0.7027368854687727,1.2417399038963781,0.28065291613716054,0.18518514105268638,0.25084192669345523,0.36104519407572,0.24886083129916411,0.5722125763973395,0.19959020573425654,0.3353416029860626,0.1185629841725136,0.1599776266745063,1.1186902782658001,0.2748397695089952,0.9415018313412631,0.0978505397343082,0.3367987614474918,0.7567230730428387,0.1802475460036235,0.12206593259369355,0.4631685089562098,1.0741076890443975,0.50660084077201,0.44379115624012994,0.5954179046074096,0.24931712100893233,0.3055459125268416,0.5343973811214,1.4329577651063532,0.5110168896030125,0.2737380433427709,0.7250711935558456,0.23756268502852967,0.27767101563916796,0.18907231498263388,0.15878640848279318,1.014126829589037,0.24861598847802735,0.3360487317104582,0.8178404173936918,0.10604011707789025,0.38045034331835575,0.2928808747956559,0.2487271833916841,0.686465186241091,0.3098754323754729,0.1976685831665999,0.3075425643939316,0.25677279182811824,0.3703834862725121,healthy
92-1,0.5787285078882827,0.6032825751345252,0.4100460463738955,0.7201611941743327,0.9928270382516133,0.8139152297726692,1.266045896618115,0.5086309100334317,0.581198483132619,0.7067237132198309,1.941288605947954,0.49358415411757545,0.5308227031326048,0.5763981051094289,0.9625481809250952,0.5298929713300505,0.40841797228856697,0.965061843730484,1.2994389481243993,0.5459083260509079,0.47647637602495735,0.6083816629353787,0.47111877162366944,0.5301014985814413,0.7778959894867681,0.4407070799928033,0.5398438996509176,0.3506279027002735,0.39234912553027235,1.01923137725046,0.5794735795822705,1.134968968658425,0.3539376684895497,0.7756397489358648,0.8988472693675705,0.37713163099098435,0.31092521447139543,0.6943720832508062,1.3909126185504503,0.6935856000506627,0.7251143822969326,0.547665174079062,0.5383748094121412,0.41458027087493293,0.8289720587309329,1.4259489848372042,1.1385234483534774,0.447330091832568,0.5696225278172267,0.43555643353562223,0.5189026313665432,0.512286038814859,0.37341090329161025,1.910168326955038,0.6169004323080313,0.5958913437568418,0.8967047735334942,0.36757047835999423,0.6057259392960221,0.5287073840789699,0.40114544531209106,0.7914914477967926,0.5627896498361542,0.5032750243526586,0.8127047129018337,0.6477749338095131,0.6854167377485036,mild
82-2,0.7316344283954312,0.45720011662741394,0.5429853454352191,0.7700750603297731,0.6925651669287911,0.7711511518744817,1.398510101758384,0.5860746915997768,0.6759659785793359,0.7154178084738391,2.6701446794297796,0.5271612236065132,0.5761640305925326,0.7532646240464793,0.7189028101611926,0.5961600505564876,0.3949835860802567,1.1415072492727645,1.7259324312798774,0.5516614025072027,0.5038116915213248,0.7216565588248154,0.6416583058599188,0.6092416184954385,0.9536927120733054,0.5862050629702922,0.6509118964078844,0.28994568848790114,0.48389129113794327,1.150864925841704,0.8467102181940876,1.05363162722962,0.2149131376146103,0.8800625346930123,1.4244188446805899,0.3891995004435278,0.3080031373801385,0.7999452670447951,1.6705002837154677,0.8530201617817564,0.8173441900624704,0.5521763445054877,0.44777946018452935,0.6343135269669076,0.6596669687758923,1.6825313870909437,1.3935739095565354,0.5494807508154327,1.1190089519533706,0.6606660382011142,0.6882196206532811,0.4585442671008524,0.44636703835992686,1.3681002095454915,0.4516037141647518,0.5913529632377066,1.1325181729549019,0.20290249007836653,0.7629556985899815,0.5787725434396522,0.6444933704521352,0.8533949501769356,0.6060044955651515,0.45130720773892735,0.8019065441079393,0.6731979764213023,0.8268795052665728,mild
82-1,1.143309308391811,0.3711638484728419,0.6336140011285976,0.7754418707509406,0.5028549274442023,0.9421246224500822,1.2899277851940874,0.7724108661178836,0.7047650320749222,0.9837098943564995,1.849005586227685,0.5256088684904077,0.5870460069435701,0.83132098390861,0.9618303002257629,0.5654382429441234,0.6160556698875167,0.9554089436315449,1.5330333665296918,0.8656255264416802,0.6154458938968695,0.8527801698925326,0.9177491823047893,0.6466517706140507,0.8033856268613047,0.603771964024431,0.5901063262347898,0.23362704036906162,0.6410855685696745,1.3023623732181586,0.7192788705427505,1.0371403714269483,0.2166342366591578,0.7999411708633012,0.9190472471689746,0.35265252819525034,0.18217023205662686,0.7813622670655419,1.5692365932224654,0.7065720235716562,0.7339853072109314,0.6426649685654575,0.5414527589992585,0.5154221976346344,0.7262819208527903,1.9088723773718614,1.1312520081508197,0.7604941260829123,1.0928165561844638,0.511858844570516,0.674829342299532,0.48050794997733104,0.4111603587857389,1.7383208234826848,0.48932211607691695,0.7587796028506821,0.9258860619450813,0.18136852631319902,0.7205060617889375,0.47182885402976527,0.553384690630572,0.8157551463766021,0.6632262950125971,0.5037943110565257,0.841030294995417,0.747524357162205,0.7599536931521138,mild
83-2,0.7418686086543188,0.47363739594198784,0.5666175855021155,0.9913022980457251,0.7556828982225814,1.2342403653765053,1.6231147400213581,0.6235450418581174,0.6272520552737093,0.735665861145723,2.476713960430827,0.5036685779065124,0.6460238826571796,0.6988770711116697,1.3537604340131562,0.6522558918193858,0.349219368186155,1.1295010235136738,1.9437031827198092,0.5734247636014059,0.5054059304685949,0.7210569269123525,0.6280391207002256,0.6699596644619651,1.1171957798964314,0.5626517872599999,0.7704014381171915,0.23659229906987622,0.515665946090845,1.4386995031645555,0.8227364373990418,1.1507033862180038,0.2231908463675253,1.0043794068517091,1.3013303201825974,0.36214529565009235,0.18310110936186755,0.9312308817308562,1.7611410196168984,0.8913355974317749,1.0160585684632826,0.7608034565054491,0.4779121637649276,0.5760051562608952,0.8902239142774766,1.8051493284268403,1.3546318252508138,0.5790476023550867,0.8603414578015063,0.7396312926947712,0.6628176777301592,0.44189541182942366,0.4561450079559121,1.7540974978920254,0.5629857752196059,0.761441905102738,1.3644347064665092,0.24762331345662594,0.9484650009421767,0.517422003966719,0.8493630570553501,1.083695288959603,0.66580955347035,0.43723313216639026,0.7614144531433897,0.7304504961199955,0.8305120739020433,mild
83-1,1.10554707484938,0.37952696127951413,0.661491651141295,0.8277365205274226,0.5217457750591569,0.7564808495527283,1.3732130891294971,0.7667761613906152,0.7131301834080391,0.9432830369527448,2.3741147641545925,0.5119755166838255,0.5747257109764532,0.8074686995698689,1.1498009676640566,0.6241292674238518,0.5233897884603115,1.1563235256975124,1.6339570135847463,0.8782359101712116,0.6207799255063906,0.8982301520993953,0.9376025885543857,0.6806573715697817,0.831013991208542,0.6388434080848492,0.7095140662344653,0.3523630601765588,0.6443184703500769,1.1790504943515383,0.7235547478166405,0.8673885233571799,0.21439139503912963,0.6798043474066133,0.9865125398180461,0.438942673423288,0.20076346122019526,0.7942548045367732,1.476494663166095,0.739719103912607,0.8988988501420212,0.8426023999029341,0.5896518340123679,0.5414458624469689,0.800828310043132,1.8694915194934423,1.3192849627381003,0.7828471893851007,1.0240822343068579,0.54622533377982,0.6683283916871693,0.48466359867072206,0.4301174265421991,1.4159832089802427,0.6271204027859371,0.7996650262922109,1.0927449961785913,0.22960047495818678,0.8529347104481787,0.419945210941799,0.599700537409702,1.0875406935474718,0.6663409031886938,0.4928691848738816,0.8846376130595304,0.7349063763459467,0.7976660708563088,mild
88-2,0.49268532799177495,0.4585135351656279,0.41574953973739837,0.6052300035271991,0.9126639500142223,0.6303852538713723,1.2005753275490876,0.46482542082266765,0.48471909121116546,0.8194772191106733,2.0888944621571035,0.460927543215633,0.5027637192867733,0.5421742621555213,0.5768038434606789,0.4639922886652327,0.3329654431404393,0.9692641433987185,1.1753345955696575,0.4407756471692041,0.4242063665949262,0.5748474966789215,0.4325791669163522,0.5494004664301754,0.6751275472583947,0.44794497166719766,0.4604286056695803,0.31353307786426765,0.37120707448443946,0.7511377925384369,0.5430168791798299,0.6976079029930926,0.2755205249414589,0.7254592034453584,1.0095268278116172,0.3997793268076973,0.23277453812889018,0.5780260289571567,1.4044599905960566,0.5785511778160438,0.5457999681905221,0.5828236190083483,0.5582132101843742,0.4425422524142788,0.7038730757639793,1.6605625701028668,1.3592948476446463,0.41170652330898283,0.7561453004935706,0.3557450163432897,0.5050488612079214,0.45261492600915904,0.3352053255080819,1.1673811385763235,0.4722007749751419,0.4451050831436788,1.0007703579911713,0.2544133783802579,0.6275047170333559,0.4608824479424413,0.4574267527594687,0.9355048531417325,0.47904479665659694,0.45492225830438116,0.7949083154321263,0.6658427827980404,0.5779608229046699,mild
88-1,0.616591065279023,0.5703076503608256,0.4137487480653864,0.5841876100100722,0.9650222666574986,0.6834978835652039,1.1750356590277822,0.5602278337013635,0.5779795882428593,0.881153482321742,2.0431218947364065,0.4845532636477716,0.5464128038936784,0.6371020207008518,0.6149873865452512,0.537255956030826,0.4003329453105951,1.0158733290139972,1.2055315012042676,0.5261985445430584,0.4593853585993789,0.5826140675943828,0.4903854114610629,0.5647216198206627,0.7546289859694864,0.47454741056228833,0.502040738530047,0.3421439576122368,0.41490772049823815,0.9158910775648716,0.5833795780342682,0.7695246902404805,0.3953385237403363,0.7693732704755777,1.2310239998766572,0.41598144849316115,0.25514996769022463,0.629515659695626,1.4216751809038364,0.66013149615242,0.6412226502654038,0.5593457123846814,0.6061708007575728,0.472133784681198,0.7367936299248178,1.579945486621167,1.261491462950195,0.4489811741795704,0.7539261360302564,0.3822564172961394,0.49172903758290976,0.48036937863548246,0.35600149460005703,1.1495199803635048,0.5803702705933211,0.5310364964840573,1.0360850592069955,0.3400852847075683,0.7025941008533787,0.4584974047218388,0.47897353011929455,0.9379029841670865,0.5706497684949429,0.5070984144899054,0.8395648994110779,0.6827018007860168,0.5897240138567812,mild
